id,assigned_work_id,date,work_hours,start_time,end_time,project_activity,assigned_work,status,remarks,is_deleted
45,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
46,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
47,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
48,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
49,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
50,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
51,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
52,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
53,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
54,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
55,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
56,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
57,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
58,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
59,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
60,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
61,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
62,2,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
63,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
64,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
65,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
66,2,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
67,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
68,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
69,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
70,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
71,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
72,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
73,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
74,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
75,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
76,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
77,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
78,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
79,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
80,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
81,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
82,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
83,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
84,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
85,2,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
86,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
87,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
88,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
89,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
90,2,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
91,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
92,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
93,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
94,2,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
95,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
96,2,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
97,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
98,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
99,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
100,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
101,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
102,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
103,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
104,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
105,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
106,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
107,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
108,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
109,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
110,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
111,2,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
112,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
113,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
114,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
115,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
116,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
117,2,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
118,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
119,2,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
120,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
121,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
122,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
123,2,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
124,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
125,2,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
126,2,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
127,2,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
128,2,2026-02-17,3.48,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
129,3,2026-01-31,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
130,3,2026-02-02,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
131,3,2026-02-04,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
132,3,2026-02-05,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
133,3,2026-02-10,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
134,3,2026-02-11,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
135,3,2026-02-12,8.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
136,3,2026-02-15,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
137,3,2026-02-17,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
138,3,2026-02-17,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
139,3,2026-02-17,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
140,3,2026-02-17,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
141,3,2026-02-17,8.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
142,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
143,3,2026-02-17,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
144,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
145,3,2026-02-17,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
146,3,2026-02-17,8.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
147,3,2026-02-17,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
148,3,2026-02-17,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
149,3,2026-02-17,8.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
150,3,2026-02-17,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
151,3,2026-02-17,8.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
152,3,2026-02-17,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
153,3,2026-02-17,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
154,3,2026-02-17,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
155,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
156,3,2026-02-17,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
157,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
158,3,2026-02-17,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
159,3,2026-02-17,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
160,3,2026-02-17,8.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
161,3,2026-02-17,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
162,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
163,3,2026-02-17,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
164,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
165,3,2026-02-17,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
166,3,2026-02-17,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
167,3,2026-02-17,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
168,3,2026-02-17,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
169,3,2026-02-17,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
170,3,2026-02-17,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
171,3,2026-02-17,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
172,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
173,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
174,3,2026-02-17,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
175,3,2026-02-17,7.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
176,3,2026-02-17,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
177,3,2026-02-17,5.34,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
178,4,2026-02-02,9.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
179,4,2026-02-07,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
180,4,2026-02-10,9.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
181,4,2026-02-15,9.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
182,4,2026-02-17,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
183,4,2026-02-17,9.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
184,4,2026-02-17,8.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
185,4,2026-02-17,9.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
186,4,2026-02-17,7.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
187,4,2026-02-17,9.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
188,4,2026-02-17,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
189,4,2026-02-17,9.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
190,4,2026-02-17,8.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
191,4,2026-02-17,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
192,4,2026-02-17,8.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
193,4,2026-02-17,8.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
194,4,2026-02-17,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
195,4,2026-02-17,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
196,4,2026-02-17,9.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
197,4,2026-02-17,8.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
198,4,2026-02-17,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
199,4,2026-02-17,8.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
200,4,2026-02-17,8.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
201,4,2026-02-17,8.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
202,4,2026-02-17,8.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
203,4,2026-02-17,8.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
204,4,2026-02-17,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
205,4,2026-02-17,8.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
206,4,2026-02-17,9.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
207,4,2026-02-17,7.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
208,4,2026-02-17,9.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
209,4,2026-02-17,9.0,09:00:00,18:00:00,,Shop Drawing Editing Task,COMPLETED,,0
210,4,2026-02-17,9.0,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
211,4,2026-02-17,2.56,09:00:00,18:00:00,Shop Drawing Editing Task,Shop Drawing Editing Task,COMPLETED,,0
212,5,2026-02-02,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
213,5,2026-02-07,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
214,5,2026-02-11,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
215,5,2026-02-16,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
216,5,2026-02-17,8.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
217,5,2026-02-17,8.9,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
218,6,2026-02-02,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
219,6,2026-02-04,9.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
220,6,2026-02-06,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
221,6,2026-02-10,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
222,6,2026-02-15,9.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
223,6,2026-02-17,6.89,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
224,7,2026-01-30,8.0,09:00:00,18:00:00,Model Checking Task,Model Checking Task,COMPLETED,,0
225,7,2026-02-01,7.0,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
226,7,2026-02-05,2.6,09:00:00,18:00:00,,Model Checking Task,COMPLETED,,0
227,8,2026-02-02,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
228,8,2026-02-07,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
229,8,2026-02-09,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
230,8,2026-02-11,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
231,8,2026-02-14,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
232,8,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
233,8,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
234,8,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
235,8,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
236,8,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
237,8,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
238,8,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
239,8,2026-02-17,9.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
240,8,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
241,8,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
242,8,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
243,8,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
244,8,2026-02-17,8.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
245,8,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
246,8,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
247,8,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
248,8,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
249,8,2026-02-17,7.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
250,8,2026-02-17,9.0,09:00:00,18:00:00,Main Steel Modelling Task,Main Steel Modelling Task,COMPLETED,,0
251,8,2026-02-17,7.0,09:00:00,18:00:00,,Main Steel Modelling Task,COMPLETED,,0
